professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,num_student,post_date,name_onlines,name_not_onlines,student_star,student_difficult,attence,for_credits,would_take_agains,grades,help_useful,help_not_useful,comments,word_comment,gender,race,asian,hispanic,nh_black,nh_white,gives_good_feedback,caring,respected,participation_matters,clear_grading_criteria,skip_class,amazing_lectures,inspirational,tough_grader,hilarious,get_ready_to_read,lots_of_homework,accessible_outside_class,lecture_heavy,extra_credit,graded_by_few_things,group_projects,test_heavy,so_many_papers,beware_of_pop_quizzes,IsCourseOnline
Larry  Hardy,Georgia State University Perimeter College - Decatur,Mathematics department, Decatur, GA,6.0,2.5,,3.6,Skip class? You won\'t pass. (2)  EXTRA CREDIT (1)  Tough Grader (1)  Caring (1),45.0,10/31/2010,NAN,MATH1111,1.0,5.0,,,,,0.0,0.0,Dr.Hardy is the most incompetent teacher I have ever had the displeasure of knowing. Had I not known math before I started his class I would be failing. He is VERY RUDE and is completely disinterested in his students. If you aren\'t black he doesnt care about you. So if you are going to take his class white people you better get a tan!!!,64.0,male,nh_black,0.0054909093,0.05833652,0.6924908000000001,0.24368174,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
P  Lawson,Volunteer State Community College,Psychology department, Gallatin, TN,3.0,2.7,,3.3,,50.0,10/28/2007,NAN,EDU102,4.0,4.0,,,,,0.0,0.0,Mrs. Lawson was a great teacher. She uses the book website for all of the quizzes and tests. People that don\'t read fast shouldn\'t take her b/c her online quizzes and tests are timed it seems only the slow readers complained about that. She uses a lot of supplemental material in class which i thought was great. I would recommend her to anyone.,63.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris  Fernando,West Virginia University Institute of Technology,Graphic Arts department, Montgomery, WV,3.0,2.5,,3.3,,7.0,10/13/2005,NAN,DRAFTING,1.0,5.0,,,,,0.0,0.0,No Comments,2.0,male,nh_white,0.02704216,0.14060111,0.027298048,0.80505866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce  Martin,Oakland Community College - Royal Oak,Physical Ed department, Royal Oak, MI,5.0,3.9,67%,2.3,Skip class? You won\'t pass. (9)  EXTRA CREDIT (7)  Inspirational (7)  Clear grading criteria (5)  Get ready to read (4)  Gives good feedback (4)  Participation matters (3)  Tough Grader (3)  LECTURE HEAVY (3)  Caring (2)  Hilarious (2)  GRADED BY FEW THINGS (2)  Respected (2)  GROUP PROJECTS (1)  BEWARE OF POP QUIZZES (1)  LOTS OF HOMEWORK (1)  Amazing lectures (1),68.0,04/04/2017,NAN,PER2540,1.0,4.0,Mandatory,Yes,No,WD,0.0,0.0,This is the only class that was difficult for me to get through. He teaches well but he has very strict rules and regulations. He also can be very rude and mean anger like. He is not understanding if you have a crisis funeral children etc he does not care. No homework and test based course only. Hard to bring your grade up.,63.0,male,hispanic,0.017949367,0.5316649999999999,0.0064697544999999,0.4439158,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
Pamela  Jackson,Radford University,Psychology department, Radford, VA,13.0,2.5,,3.8,Skip class? You won\'t pass. (4)  LOTS OF HOMEWORK (2)  EXTRA CREDIT (1)  Participation matters (1)  Tough Grader (1)  GROUP PROJECTS (1)  Get ready to read (1)  Gives good feedback (1),27.0,11/11/2008,NAN,PSYCH201,1.0,5.0,,,,,0.0,0.0,This is the WORST class I have ever had in my life! Made me cry never want to return to school etc.! If you feel like wanting to hang yourself by the middle of the year then by all means sign up for this course!,45.0,male,nh_white,0.016779985,0.0169619139999999,0.45674703,0.5095111,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
Ronald  Martin,Santa Ana College,History department, Santa Ana, CA,4.0,2.7,,4.3,,47.0,05/08/2012,NAN,HIST102,1.5,5.0,,,,,0.0,0.0,His tests are based on his lectures not the textbook. He won\'t let you record lectures. His grading is harsh. You\'ll end up working thrice as hard as you would for another history class. So unless you\'re in love with history AND are a part time student don\'t take his class. Your GPA will suffer I got a B and I worked harder on this than math 140,68.0,male,hispanic,0.00877657,0.85945094,0.012976925,0.11879566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenn  Carter,Sonoma State University,Computer Science department, Rohnert Park, CA,2.0,4.4,82%,2.0,LECTURE HEAVY (8)  Skip class? You won\'t pass. (8)  Clear grading criteria (7)  Participation matters (5)  Hilarious (5)  Tough Grader (3)  Caring (3)  ACCESSIBLE OUTSIDE CLASS (2)  Inspirational (2)  LOTS OF HOMEWORK (1)  Gives good feedback (1)  Get ready to read (1)  TEST HEAVY (1)  Respected (1),153.0,04/09/2015,NAN,CS101,5.0,3.0,,Yes,Yes,B,0.0,0.0,I came into this class knowing nothing and had a complete lack of interest in anything to do with computers. Now I am going to minor in Computer Science! Glenn was amazing and makes things understandable for those with little to no knowledge of computers. Lecture quizzes are tough but the labs are what really saved my grade.,58.0,male,hispanic,0.010686591,0.5016725999999999,0.017180476,0.47046033,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0
Raminder  Luther,Salem State University,Finance department, Salem, MA,9.0,3.8,67%,3.4,Participation matters (4)  Tough Grader (3)  Gives good feedback (3)  Respected (3)  Clear grading criteria (2)  Skip class? You won\'t pass. (2)  ACCESSIBLE OUTSIDE CLASS (2)  LECTURE HEAVY (2)  LOTS OF HOMEWORK (2)  TEST HEAVY (2)  BEWARE OF POP QUIZZES (2)  Caring (1)  Amazing lectures (1)  Inspirational (1),29.0,04/17/2012,NAN,FIN322,4.0,4.0,,,,,0.0,3.0,Excellent Professor. I took on a Saturday for 8 hours each session and I always left excited to continue learning thet opics we discussed. Very engaging and bright. Not an easy class must do assigments and study.,37.0,male,nh_black,0.0052493727,0.011763129,0.527424,0.45556346,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0
Elizabeth  Allen,Philadelphia University,Writing department, Philadelphia, PA,2.0,2.4,,3.9,,21.0,11/17/2003,NAN,WRITING,1.5,4.0,,,,,0.0,0.0,if you have her don\'t expect to get a grade better than a B on any of your papers and u better hope u don\'t have any family emergencies that you need to miss class for she failed my friend for missing class b/c of a serious emergency,48.0,male,nh_white,0.01153358,0.07444102,0.04268707,0.87133837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James  Arvo,University of California Irvine,Engineering department, Irvine, CA,6.0,4.6,,2.7,,27.0,06/08/2007,NAN,CS206,3.0,4.0,,,,,0.0,0.0,One of the best Profs here. Outstanding teacher!,8.0,male,nh_white,0.041626584,0.30135983,0.049820285,0.60719323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark  Bryan,Denison University,Theater department, Granville, OH,7.0,4.8,,3.4,,12.0,11/22/2004,NAN,SETCONST,5.0,3.0,,,,,0.0,0.0,I still get ****s thinking about how hot he is.,10.0,male,nh_black,0.0027697857,0.009523001,0.68443924,0.30326787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jennifer  Austin,Winthrop University,Music department, Rock Hill, SC,13.0,4.7,,2.0,Gives good feedback (1)  Tough Grader (1)  Clear grading criteria (1),27.0,10/19/2005,NAN,PIANO1,5.0,2.0,,,,,0.0,0.0,I love this class. You have to make sure you practice outside of class. Its not too bad you might be able to make it by a few times without practicing because she works with you a lot. I love her she if fun and funny and... dare I say it not too bad to look at LOL. If your not good with piano take her class she is great at teaching,72.0,male,nh_white,0.0072265783999999,0.013167376,0.016106816,0.96349925,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Thompson- Brieg,University of New Hampshire (all campuses),Languages department, Durham, NH,9.0,2.9,,3.5,,13.0,08/28/2012,NAN,SPAN503,2.5,3.0,,,,,0.0,0.0,Before taking this class I thought the reviews would be wrong. But they are all accurate she calls on you out of no where collects homework days after it was due grades unfairly. If possible take a different section.,39.0,male,hispanic,0.020647136,0.6153307,0.13505778,0.2289643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J  Neilan,Volunteer State Community College,Chemistry department, Gallatin, TN,7.0,3.0,,3.9,,28.0,11/10/2008,NAN,CHEM101,3.5,3.0,,,,,0.0,0.0,his class isn\'t so bad but his tests are difficult. If you dont work outside of class on it you won\'t pass. DO THE EXTRA PROBLEMS! if you want to pass,31.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew  Howard,Jones County Junior College,Computer Science department, Ellisville, MS,3.0,4.6,,2.3,,4.0,04/10/2008,NAN,CPT1333,4.5,2.0,,,,,0.0,0.0,Great teacher,2.0,male,nh_white,0.019269265,0.06267698,0.34927058,0.5687831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil  Matheson,Utah Valley University,Physics department, Orem, UT,9.0,3.6,,3.2,Tough Grader (1)  Participation matters (1),25.0,06/02/2006,NAN,PHYSICS,1.5,4.0,,,,,0.0,0.0,I found him very confusing. The text book is huge and he doesn\'t explain the concepts very well. If you can avoid him do.,24.0,male,hispanic,0.024467697,0.53295404,0.052933343,0.38964483,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Debra  Clarke,Columbia College,English department, Vancouver, BC,14.0,4.5,,1.9,Caring (1)  Participation matters (1)  Gives good feedback (1),15.0,12/16/2003,NAN,COMP098,5.0,1.0,,,,,0.0,0.0,She\'s great & cute! She\'s my favorite teacher as her class is quite fun and clear.,16.0,male,hispanic,0.009751676,0.82173324,0.022878924,0.14563613,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karlene  Ferrante,University of Wisconsin - Stevens Point,Communication department, Stevens Point, WI,11.0,3.6,,2.3,GROUP PROJECTS (3)  Gives good feedback (1)  Tough Grader (1)  Respected (1)  LOTS OF HOMEWORK (1)  Clear grading criteria (1)  Participation matters (1)  Caring (1),21.0,12/23/2006,NAN,COMM271,2.5,3.0,,,,,0.0,0.0,She puts too much of a workload on her students and she doesn\'t even teach! She has groups present and teach straight from the book. Hello who is the professor? Not to mention her grading scale is very steep you have to be a perfectionist to get an A. You have no idea how she grades exams and what she looks for so good luck.,65.0,male,nh_black,0.0059188916,0.01312325,0.7136111999999999,0.26734668,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Chris  Fernando,West Virginia University Institute of Technology,Graphic Arts department, Montgomery, WV,3.0,2.5,,3.3,,7.0,09/21/2003,NAN,GPHS120,2.5,3.0,,,,,0.0,0.0,No Comments,2.0,male,nh_white,0.02704217,0.14060116,0.02729806,0.80505866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew  Preston,University of Victoria,History department, Victoria, BC,2.0,4.9,,2.5,,19.0,02/19/2005,NAN,HIST210,5.0,3.0,,,,,0.0,0.0,Really knows his stuff and really helpful,7.0,male,hispanic,0.03865932,0.44189,0.098452576,0.4209982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kim  Finn,DeVry University,Psychology department, North Brunswick, NJ,11.0,4.5,,2.4,Participation matters (1)  EXTRA CREDIT (1),31.0,09/24/2008,NAN,PSYCH315,5.0,3.0,,,,,0.0,0.0,Great professor. Kept my interest and made it fun to learn even when the topics were difficult. Take this prof!,20.0,male,nh_white,0.008272335,0.036276795,0.033983704,0.9214671999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Laura  Colbert,Harper College,Theater department, Palatine, IL,11.0,3.0,,3.0,LOTS OF HOMEWORK (1)  Gives good feedback (1)  Get ready to read (1)  Inspirational (1)  Clear grading criteria (1),30.0,03/12/2009,NAN,SPE120,1.5,4.0,,,,,0.0,0.0,I had her for class and at first she was cool but then I had to miss class for health reasons and she went bullistic! I would not suggest her unless you think u can turn in EVERY assignment be on time to EVERY class and never EVER miss a class,51.0,male,nh_white,0.017346703,0.029475305,0.26035756,0.6928204000000001,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Richard  Davis,Sam Houston State University,Communication department, Huntsville, TX,2.0,3.9,,4.0,,10.0,11/02/2003,NAN,RTV330,4.5,5.0,,,,,0.0,0.0,"he does all these Mean things and just says ""thats the way the school want\'s it!""",16.0,male,nh_black,0.0058958,0.011314099,0.53534377,0.44744632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eckhardt,Nassau Community College,Psychology department, Garden City, NY,4.0,2.4,,2.3,,8.0,01/25/2005,NAN,PSY203,3.5,1.0,Mandatory,,,,0.0,0.0,a really nice guy. The whole class sleeps and he makes really corney jokes but it\'s a easy A. The test are easy and the final paper is only two pages and he is very generous with giving out A\'s. I recommend this class.,44.0,male,nh_white,0.0959233,0.046759404,0.049924877,0.8073924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karen  Carr,Rhode Island College,Writing department, Providence, RI,8.0,3.3,,2.9,Get ready to read (6)  Participation matters (4)  LOTS OF HOMEWORK (2)  Skip class? You won\'t pass. (2)  Tough Grader (1)  GRADED BY FEW THINGS (1),44.0,09/28/2011,NAN,ENG161,3.5,2.0,,,,,0.0,1.0,This professor is incredible. People may hate her because she has you read some books you probably never would but its because she does that that she really expands your world and thinking. If you enjoy reading and thinking outside the box take her she\'s a great first English class to take if your an English major especially.,58.0,male,nh_white,0.057025734,0.2469419,0.1882145,0.50781786,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
John  Douglass,University of Cincinnati Blue Ash College,History department, Cincinnati, OH,6.0,2.0,,4.0,LECTURE HEAVY (9)  Tough Grader (8)  Skip class? You won\'t pass. (7)  Get ready to read (7)  SO MANY PAPERS (2),30.0,12/16/2013,NAN,HIST1001,1.0,4.0,Mandatory,,,B-,1.0,0.0,Professor Douglass is the worst professor I have ever had. DO NOT TAKE HIS CLASS! Attendance is mandatory (you get three skips then he says you fail the class) hard to understand doesn\'t use blackboard or power points never smiles need I say more? Find another professor so you actually have hope of passing History and not having to retake it!,61.0,male,hispanic,0.032767422,0.497712,0.3492356,0.12028503,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
Andy  Jones,University of California Davis,English department, Davis, CA,11.0,4.4,,3.1,Skip class? You won\'t pass. (3)  Respected (2)  BEWARE OF POP QUIZZES (1)  Gives good feedback (1)  Tough Grader (1)  Inspirational (1)  ACCESSIBLE OUTSIDE CLASS (1),44.0,07/12/2017,NAN,UWP102J,5.0,3.0,Mandatory,Yes,Yes,,0.0,0.0,Dr. Andy is super passionate about his classes and UCD. Not for everyone but I personally enjoyed his class. His essay prompts and grading criteria weren\'t ambiguous or unreasonable. Participation and attendance count- he makes that clear from day one. If you\'re content to not show or show up with a disengaged attitude I\'d find a different class.,58.0,male,hispanic,0.054090295,0.5785295,0.09594779,0.27143246,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
Bryan  Fair,University of Alabama,Law department, Tuscaloosa, AL,13.0,4.4,,2.9,LECTURE HEAVY (1)  Participation matters (1)  Respected (1),13.0,09/20/2003,NAN,CONLAW,4.5,3.0,,,,,0.0,0.0,No Comments,2.0,male,nh_white,0.03340281,0.44830543,0.030200649,0.48809105,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
John  Russell,Saint Vincent College,Philosophy department, Latrobe, PA,2.0,4.4,,2.3,,7.0,04/06/2006,NAN,PL101,5.0,3.0,,,,,0.0,0.0,rad dude,2.0,male,nh_black,0.0028476059,0.016344115,0.96660745,0.014200838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil  Matheson,Utah Valley University,Physics department, Orem, UT,9.0,3.6,,3.2,Tough Grader (1)  Participation matters (1),25.0,09/18/2010,NAN,PHYS2220,2.0,4.0,,,,,0.0,2.0,Extremely unorganized lectures. Nearly impossible to take notes from. Rarely has a physics demo actually work.,16.0,male,hispanic,0.024467712,0.5329541,0.052933313,0.38964492,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lauren  Kingsley,University of Michigan,English department, Ann Arbor, MI,2.0,3.4,,3.8,,12.0,05/20/2005,NAN,ENGLISH,5.0,5.0,,,,,0.0,0.0,kingsley is the most brilliant intelligent and effective teacher at U of M. She is an extremely tough grader but she is a constructive critic- my writing improved tremendously bc. of this prof.,33.0,male,nh_white,0.030658517,0.032578375,0.13545491,0.8013081999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonard  Salvo,Ashland University,Music department, Ashland, OH,10.0,5.0,,1.4,,16.0,08/30/2005,NAN,BAND,5.0,1.0,,,,,0.0,0.0,No Comments,2.0,male,nh_white,0.092005126,0.026889184,0.17050123,0.7106045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mardi  Craig,Maryville College,Social Science department, Maryville, TN,3.0,4.3,,3.3,,7.0,04/03/2006,NAN,ETHICSNURSING,5.0,3.0,,,,,0.0,0.0,I love Dr. Craig! She makes Ethics fun! However the most help she has even given me is by being my mentor. She wrote an amazing rec letter for me for grad school and has helped and encouraged me to do my best. I can talk to her about anything and I learned this by traveling with her during j-term. She is very caring funny and kind.,67.0,male,nh_white,0.051889524,0.2770042,0.15977475,0.5113314999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazim  Ruhi,University of Maryland,Business department, College Park, MD,11.0,3.7,,3.1,Skip class? You won\'t pass. (2)  Tough Grader (2)  LECTURE HEAVY (2)  LOTS OF HOMEWORK (1)  ACCESSIBLE OUTSIDE CLASS (1)  Respected (1)  Clear grading criteria (1)  Get ready to read (1),21.0,04/11/2007,NAN,BMGT431,3.0,3.0,,,,,0.0,0.0,No Comments,2.0,male,nh_white,0.01312496,0.024353404,0.38079727,0.58172435,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
Karen  Carr,Rhode Island College,Writing department, Providence, RI,8.0,3.3,,2.9,Get ready to read (6)  Participation matters (4)  LOTS OF HOMEWORK (2)  Skip class? You won\'t pass. (2)  Tough Grader (1)  GRADED BY FEW THINGS (1),44.0,12/18/2014,NAN,ENGLISH120,3.0,3.0,,Yes,,B-,0.0,0.0,First impressions are everything with this professor. If you talk a lot you\'ll get a great grade and she\'ll really like you; if you don\'t too bad for you. You can be super smart and write awesome papers but if you don\'t talk there\'s no way you\'re getting an A.,50.0,male,nh_white,0.057025734,0.2469419,0.1882145,0.50781786,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Karlene  Ferrante,University of Wisconsin - Stevens Point,Communication department, Stevens Point, WI,11.0,3.6,,2.3,GROUP PROJECTS (3)  Gives good feedback (1)  Tough Grader (1)  Respected (1)  LOTS OF HOMEWORK (1)  Clear grading criteria (1)  Participation matters (1)  Caring (1),21.0,04/22/2013,NAN,COMM200,5.0,1.0,,,,,0.0,0.0,Students actually teach the class most of the time with group presentations. Ferrante has no problem with interrupting a presentation to put in her two cents but her comments are always helpful. Very easy class!,35.0,male,nh_black,0.005918894,0.01312325,0.7136111999999999,0.26734668,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Dennis  Johnston,The College of Saint Rose,Music department, Albany, NY,11.0,3.9,,2.2,Participation matters (1),17.0,10/23/2005,NAN,METHODS,5.0,2.0,,,,,0.0,0.0,It is a good class if one cares People should not take advantage of a good teacher. (I know I have poor spelling skills),24.0,male,nh_black,0.0039252667,0.01587821,0.92846626,0.051730283,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel  Kern,University of Nevada Las Vegas,Mathematics department, Las Vegas, NV,6.0,4.1,,3.2,,13.0,12/13/2006,NAN,MATH431,5.0,3.0,,,,,0.0,0.0,Excellent teacher. Difficult subject but he is genuinely interested in seeing students succeed. Taken both CalcIII and Diff Eq. with him. Curves tests and usually offers some form of extra credit.,31.0,male,hispanic,0.0074644796999999,0.9022044,0.0042669233,0.08606427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob  Broderick,Cambrian College,Health Science department, Sudbury, ON,4.0,3.6,,3.1,,11.0,10/22/2004,NAN,RAD1122,4.5,2.0,,,,,0.0,0.0,great teacher...funny in lab...,4.0,male,nh_white,0.030073727,0.33875385,0.115241975,0.5159304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandie  Siegfried,Brigham Young University,English department, Provo, UT,11.0,3.9,60%,4.5,Participation matters (5)  Amazing lectures (4)  Gives good feedback (3)  LOTS OF HOMEWORK (3)  Tough Grader (2)  Skip class? You won\'t pass. (1)  Get ready to read (1),39.0,02/27/2018,NAN,WS422,5.0,4.0,Mandatory,Yes,Yes,A-,0.0,0.0,One of the most enriching classes I have taken during my undergrad. Dr. Siegfried cares not only about her students but about their academic achievement and challenges you to become a better writer thinker and human. Her expectations are incredibly high and getting an A is a challenge so get ready to read and write but the work is well worth it,62.0,male,nh_black,0.006549466,0.00635789,0.80030066,0.18679197,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Steven  Jones,Pasadena City College,Music department, Pasadena, CA,14.0,4.8,,2.8,Gives good feedback (1)  Amazing lectures (1)  Get ready to read (1)  Caring (1)  Inspirational (1)  Clear grading criteria (1)  Participation matters (1)  Respected (1)  Hilarious (1),21.0,03/26/2017,NAN,MUSIC81,5.0,5.0,Mandatory,Yes,Yes,A,0.0,0.0,Prof. Jones is an excellent passionate classical guitar teacher. He teaches music theory so you understand it too. His class is for CLASSICAL guitar so be serious and open to this method. He knows what he is talking about and there is a reason why you must do it as instructed it will all make sense when you advance to the more elaborate pieces.,64.0,male,hispanic,0.0050965566,0.8897763000000001,0.013233071,0.09189419,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Richard  Davis,Sam Houston State University,Communication department, Huntsville, TX,2.0,3.9,,4.0,,10.0,09/28/2003,NAN,RTV330,5.0,4.0,,,,,0.0,0.0,Dr. Davis always has interesting information to share during class.,10.0,male,nh_black,0.0058958,0.011314099,0.53534377,0.44744632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valerie  Martin,Immaculata University,Mathematics department, Immaculata, PA,8.0,4.6,,2.7,,9.0,11/03/2005,NAN,CIS214,5.0,3.0,,,,,0.0,0.0,very fun class. i definitely recommend it.,7.0,male,nh_white,0.028812384,0.08064162,0.0073676356,0.88317835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronald  Martin,Santa Ana College,History department, Santa Ana, CA,4.0,2.7,,4.3,,47.0,06/06/2011,NAN,HIST101,2.5,5.0,,,,,0.0,0.0,GPA Terminator!!!!! want to find out what that means? sign up for his class,14.0,male,hispanic,0.00877657,0.85945094,0.012976925,0.11879566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pamela  Jackson,Radford University,Psychology department, Radford, VA,13.0,2.5,,3.8,Skip class? You won\'t pass. (4)  LOTS OF HOMEWORK (2)  EXTRA CREDIT (1)  Participation matters (1)  Tough Grader (1)  GROUP PROJECTS (1)  Get ready to read (1)  Gives good feedback (1),27.0,01/11/2010,NAN,PSYC201,4.5,1.0,,,,,0.0,0.0,(continued from below) but points are given for each day. I failed this class with another teacher and ended up with a 98% with Dr. Jackson. TAKE HER FOR PSYC201 AND 202. So easy and VERY helpful!! Gives lots of extra credit!,42.0,male,nh_white,0.016779985,0.0169619139999999,0.45674703,0.5095111,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
Raminder  Luther,Salem State University,Finance department, Salem, MA,9.0,3.8,67%,3.4,Participation matters (4)  Tough Grader (3)  Gives good feedback (3)  Respected (3)  Clear grading criteria (2)  Skip class? You won\'t pass. (2)  ACCESSIBLE OUTSIDE CLASS (2)  LECTURE HEAVY (2)  LOTS OF HOMEWORK (2)  TEST HEAVY (2)  BEWARE OF POP QUIZZES (2)  Caring (1)  Amazing lectures (1)  Inspirational (1),29.0,01/03/2013,NAN,FIN322,3.5,3.0,,,,,0.0,0.0,She is a great teacher. Class is hard. If you put the work into it she is very fair. She drops lowest grade and scales all tests. Must be prepared for class to earn points which account for 10% of grade. Do the work and you will be fine.,49.0,male,nh_black,0.0052493727,0.011763129,0.527424,0.45556346,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0
Jerry  Johnson,Western Washington University,Mathematics department, Bellingham, WA,6.0,4.4,,3.4,Caring (1)  Respected (1),39.0,11/30/2011,NAN,MATH124,4.5,3.0,,,,,0.0,0.0,Jerry is an excellent professor. I have had fairly poor experience with math instructors here at Western but Jerry made the class very enjoyable. He is a great man and cares about each student. He learns everyone\'s name and tries to get to know you personally. Take a class with Jerry you won\'t regret it!,55.0,male,nh_black,0.004243076,0.003353281,0.92095935,0.07144431,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerry  Johnson,Western Washington University,Mathematics department, Bellingham, WA,6.0,4.4,,3.4,Caring (1)  Respected (1),39.0,04/14/2006,NAN,MATH125,3.0,4.0,,,,,0.0,0.0,Do not take this class from Jerry unless you really REALLY love math. Jerry makes the tests much harder and longer than they need to be! His Final took many students 4-5 hours to complete is this legal?? His lectures and HW assignments are pretty good. Don\'t miss his lectures or you will be bitten. I wish I had not taken this class from him.,65.0,male,nh_black,0.004243076,0.003353281,0.92095935,0.07144431,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob  Nelson,University of Delaware,Business department, Newark, DE,13.0,3.3,,3.2,,18.0,01/03/2002,NAN,HRIM320,4.0,2.0,,,,,0.0,0.0,great teacher,2.0,male,nh_white,0.016348012,0.032340568,0.32023486,0.6310765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William  Brooks,Florida Atlantic University,Biology department, Boca Raton, FL,1.0,3.5,68%,3.6,Skip class? You won\'t pass. (73)  BEWARE OF POP QUIZZES (47)  Tough Grader (39)  Hilarious (27)  LECTURE HEAVY (21)  Get ready to read (20)  EXTRA CREDIT (15)  Amazing lectures (11)  TEST HEAVY (8)  Respected (7)  Inspirational (7)  Clear grading criteria (5)  Participation matters (4)  Gives good feedback (4)  Caring (2),274.0,04/07/2018,NAN,BCL1010,5.0,4.0,Mandatory,Yes,Yes,A,0.0,0.0,He\'s super intimidating at first and then you see he really tries to make the entire lecture time engaging. Don\'t be late don\'t talk during his lecture and TURN OFF ELECTRONICS (for real). Tests are fair lots of pop quizzes so make sure you read topics ahead of time or you\'ll regret it and he offers many extra credit opportunities.,60.0,male,hispanic,0.009557745,0.5360341,0.015778068,0.43863013,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0
Andrea  Austin,University of Winnipeg,Women\'s Studies department, Winnipeg, MB,4.0,4.8,,2.2,,5.0,11/25/2003,NAN,INTROWS,5.0,3.0,,,,,0.0,0.0,Excellent,1.0,male,nh_white,0.0072837123,0.035057224,0.028651373,0.9290077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
